F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,Class
0.208769,0.009308,0.007916,0.020771,0.028515,0.018219,0.032571,0.109274,0.169887,3.294072,2.062508,2.320196,3.192229,3.820461,4.96994,4.791829,3.895293,3.266076,0.711132,-3.00E-06,0.756107,0.474864,0.380971,0.315124,0.257581,0.094075,0.076536,0.089872,0.112282,2.622714,2.496915,2.706626,2.934947,3.088177,3.931333,3.790412,3.183807,2.600487,-0.050012,0.054731,0.126984,0.000408,0.073335,0.089739,0.001755,0.001991,-0.020505,0
1.950814,0.015307,0.021162,0.043855,0.398333,0.513111,0.950756,1.19735,1.021564,5.540698,2.984756,2.598742,4.19779,4.841838,4.700391,6.572653,5.93625,4.80766,14.316004,-0.000104,4.755638,0.30402,0.704661,0.608758,2.941185,2.594728,1.967933,1.44867,0.563858,5.684263,821.11792,29.583652,4.884619,7.573035,5.606642,8.662848,7.249741,4.006619,0.019738,-22.896841,0.731766,0.064087,-0.005925,-0.044164,0.006409,0.011804,0.012971,1
1.153035,0.006462,0.009346,0.01409,0.149175,0.311816,0.495445,0.530274,0.826477,4.573289,1.810694,2.546419,3.749409,4.515507,3.737029,5.069279,5.014007,4.831783,6.304874,1.70E-05,2.321518,0.198953,0.373063,0.179577,0.981288,1.557185,1.117704,0.615435,0.405311,3.296626,338.725647,6.519264,4.516656,3.855128,3.048662,4.127256,3.613486,3.314955,0.025882,11.600723,-0.204081,-0.069314,0.007182,-0.007672,0.00679,0.003611,0.003169,1
0.39192,0.003622,0.006667,0.007063,0.020263,0.012312,0.010494,0.05548,0.38697,2.843221,3.268853,2.457066,3.606496,3.125378,4.442657,3.813328,3.626773,2.808744,1.169351,8.00E-06,0.429995,0.166394,0.289026,0.0946,0.171628,0.070504,0.023695,0.052093,0.163712,2.371296,9.145601,2.256285,3.386372,2.801722,4.03792,3.275614,2.860898,2.327399,-0.001621,0.645957,-0.038119,0.010928,-0.024567,-0.011926,0.02058,-0.002216,-0.001742,0
0.474797,0.005883,0.004243,0.003227,0.006312,0.011231,0.070537,0.456584,0.108588,2.003512,2.042826,2.271308,2.604592,3.767059,3.969761,3.28852,2.014993,2.798976,0.999832,1.40E-05,0.587054,0.249471,0.155348,0.034602,0.05073,0.04319,0.132635,0.477898,0.08142,1.707763,180.772934,107.379181,221.177887,12.917002,3.801282,2.664595,1.668361,2.697277,-0.084205,7.388436,-2.22999,-3.165093,-0.279692,-0.032148,0.000335,-0.000847,-0.289945,0
0.110496,0.009051,0.007633,0.00778,0.0086,0.00907,0.019208,0.062036,0.087379,3.628201,2.081932,2.047298,2.86583,3.530984,4.076229,4.592354,4.02798,3.757316,0.444707,6.00E-06,0.617802,0.457179,0.375176,0.126,0.081674,0.035588,0.042055,0.056732,0.050045,2.85516,2.210005,2.450461,2.403343,2.974109,3.558382,3.545703,3.196435,2.896278,-0.064437,-0.002085,-0.148469,-0.001352,-0.023043,0.004172,0.011743,-0.000348,-0.034172,0
0.433835,0.011487,0.024499,0.007322,0.0431,0.028845,0.019346,0.197578,0.381222,3.740417,1.940667,1.981509,3.084956,2.178722,4.131902,4.080261,3.941116,4.015367,1.920678,3.40E-05,1.289913,0.508534,1.060994,0.095891,0.404568,0.119913,0.046521,0.165231,0.246169,2.868319,2.426666,1.938666,3.601519,1.765341,3.596537,3.361651,3.134462,3.115315,0.015037,0.088969,0.015045,-0.044439,0.00119,-0.00151,-0.020802,-0.000883,-0.000789,0
0.530716,0.006642,0.006394,0.034519,0.072766,0.178838,0.293243,0.258907,0.300148,3.672059,1.727599,3.609886,3.540105,3.723815,3.369546,3.836716,4.160036,3.800207,2.217154,-6.90E-05,1.42836,0.307442,0.235583,0.516941,0.572043,0.874032,0.632772,0.307431,0.188934,2.978094,104.377029,25.983253,3.151873,3.761135,3.463659,2.870346,3.349491,2.920167,-0.031979,-5.017113,0.670058,-1.90E-05,-0.002852,0.006362,-0.004339,-0.041554,-0.010383,1
3.530909,0.049063,0.090213,0.472419,1.085927,1.01344,1.024565,1.471623,2.61004,8.740538,2.505428,3.776621,3.590261,4.095415,4.98231,6.946866,9.3593,8.343618,36.752686,3.90E-05,13.486926,2.987145,2.613222,6.362168,9.440507,5.225554,2.218405,1.504053,1.439601,6.246753,36.807781,3.695897,3.698287,3.773681,5.381928,7.857011,11.242791,5.968469,0.18409,1.853759,-0.020419,-0.004434,0.006567,-0.045594,-0.001429,-0.005436,0.025607,1
0.591688,0.003887,0.003089,0.006362,0.020981,0.245564,0.201411,0.265287,0.422338,3.665332,1.197286,2.105849,3.424854,4.245384,3.079653,4.083131,3.582846,3.348913,2.207716,-5.00E-06,1.1896,0.108399,0.08919,0.078389,0.154284,1.019718,0.44527,0.247823,0.256827,2.854674,574.610901,129.217545,9.017403,4.36732,2.515053,3.904398,2.792883,2.726455,-0.006002,-17.406511,2.396559,0.205621,0.060901,0.001333,0.000847,-0.000513,0.003319,0
2.501885,0.034376,0.044031,0.45715,0.987503,0.537725,0.433715,0.650984,2.042351,4.789018,2.863637,3.337246,3.674504,3.722419,4.504578,6.488063,5.237689,4.741017,13.854112,-1.00E-05,11.664318,1.999122,1.524215,6.027839,9.057364,2.962132,0.95317,0.637911,1.106002,3.605838,2.945271,3.275587,3.706538,3.337744,4.546337,5.47911,4.333341,3.583377,-0.014266,0.002799,0.039923,0.002958,-0.01056,-0.012736,0.032586,-0.011571,-0.003038,1
0.13137,0.0129,0.022091,0.0044,0.003845,0.005528,0.00615,0.075655,0.103811,3.330376,2.260174,2.171932,3.107002,3.87622,3.766827,4.156969,3.122878,3.293958,0.454999,-2.20E-05,1.158671,0.601482,0.981635,0.075437,0.03435,0.02453,0.013928,0.073547,0.051407,2.791549,2.280231,2.104613,2.982476,3.244677,2.946701,3.34936,2.367808,2.88765,-0.057688,-0.011227,0.030232,0.000799,0.016415,-0.017381,-0.017886,-0.000378,-0.027215,0
1.812148,0.013372,0.011892,0.045381,0.657528,1.651624,0.32138,0.126325,0.047299,3.514718,1.585424,2.211843,3.193852,3.6656,4.005576,4.047341,4.945516,4.547427,7.117758,1.20E-05,9.294794,0.445758,0.289494,0.467312,4.245818,8.171329,1.031684,0.173475,0.022494,2.847167,619.133118,208.062485,3.786998,3.260022,2.997898,3.340547,3.943544,3.205445,-0.02915,-18.343758,3.583671,0.050983,-0.003352,-0.001214,-0.009153,-0.00218,-0.000485,1
0.904284,0.007234,0.01562,0.030659,0.182337,0.126265,0.215129,0.271535,0.804568,4.379417,2.557925,2.440872,2.500994,2.314387,4.508639,3.346,4.694748,4.901772,4.013112,1.70E-05,1.982006,0.287167,0.62679,0.447302,1.570451,0.569881,0.494702,0.27875,0.373044,3.40665,33.352283,2.622951,2.269666,1.8796,3.05717,2.753781,3.599606,3.626566,-0.007581,-1.721767,-0.019844,-0.018757,-0.003114,0.029626,0.001126,-0.00109,0.001005,1
0.109524,0.004925,0.004149,0.007461,0.015721,0.025396,0.019347,0.084968,0.05842,3.68309,2.889924,2.971563,3.792719,3.56983,3.659537,4.165155,3.988215,4.147894,0.429872,2.00E-06,0.392235,0.254233,0.19364,0.098241,0.143475,0.108404,0.039683,0.079801,0.041142,2.893537,3.196557,2.994746,3.706924,2.91174,2.95301,3.325739,3.092214,2.977225,0.034463,0.049787,-0.006116,0.012728,0.022664,-0.004335,0.004738,-0.002017,0.080952,0
0.323814,0.019146,0.022887,0.014495,0.025731,0.012309,0.019014,0.01927,0.319702,3.038453,3.318183,3.195621,4.249421,4.473544,4.75703,4.604595,5.103779,2.979453,1.096376,-2.60E-05,1.504535,1.075697,0.977,0.264262,0.231762,0.060064,0.041075,0.019923,0.133561,2.674042,4.185299,3.645234,5.220854,4.320426,4.262019,4.228284,3.763371,2.653355,-0.002379,0.167714,0.033457,0.016262,-0.001209,-0.021713,-0.005167,0.00686,-5.30E-05,0
0.373424,0.004939,0.009991,0.002646,0.006091,0.020025,0.035564,0.179849,0.324451,3.607767,2.453387,2.407333,3.388786,3.300599,3.717327,4.33821,3.991896,3.641674,1.52707,5.00E-06,0.549938,0.223653,0.42927,0.044455,0.053108,0.078285,0.069743,0.163694,0.159327,2.891561,3.755569,2.21295,5.706743,2.915411,3.113643,3.460358,3.063999,2.890841,-0.054633,-0.196064,-0.002175,0.095722,0.013467,-0.001284,0.001647,-0.005139,-0.002251,0
0.170106,0.005685,0.004641,0.005913,0.012376,0.036646,0.036009,0.13991,0.080518,3.481443,2.651414,3.213555,3.671179,3.340626,3.571951,4.339699,3.492704,3.362354,0.665781,1.30E-05,0.461893,0.315589,0.213959,0.08407,0.110096,0.145506,0.078522,0.136196,0.052837,2.706963,4.970301,3.317075,3.470792,2.97144,2.674126,3.473289,2.643238,2.842915,-0.006223,-0.298682,-0.051824,0.026537,-0.000635,-0.004479,-0.001714,0.000579,0.001032,0
0.145584,0.006049,0.005441,0.007796,0.013848,0.032501,0.023928,0.119708,0.070124,3.639328,2.193786,2.696638,3.292094,3.801464,3.380433,4.396673,3.988058,4.278006,0.563426,3.00E-06,0.482854,0.316169,0.253206,0.115827,0.129438,0.1445,0.048003,0.111979,0.053759,2.864278,2.242676,2.455038,3.063824,3.080286,2.78332,3.578415,3.029496,3.119842,0.013603,-0.011492,0.194084,0.005272,0.0194,-0.002942,-0.005948,-0.001125,0.009215,1
0.303538,0.004199,0.004444,0.00379,0.004407,0.005776,0.015091,0.027819,0.301713,2.22768,2.258292,2.979173,3.55275,3.699574,4.271064,3.801433,4.127819,2.145487,0.686053,-1.10E-05,0.331401,0.245599,0.162042,0.070648,0.042684,0.021756,0.032913,0.024837,0.119008,1.70618,8.491802,3.160351,3.364705,3.401419,3.401682,3.051507,3.121229,1.677184,-0.006178,-0.605358,-0.001483,-0.054148,0.041522,-0.000975,-0.012053,0.000804,0.000809,1
0.463531,0.003493,0.002742,0.002627,0.016608,0.046816,0.107552,0.241341,0.37758,3.755915,1.872803,2.254918,3.018508,2.566174,3.754839,3.497389,4.197116,4.166222,1.975776,2.00E-06,0.489745,0.142182,0.085339,0.032956,0.149646,0.187809,0.228905,0.209953,0.238787,2.995997,240.717682,115.046867,94.584641,2.494894,2.859745,2.769191,3.3057,3.128984,0.016667,-8.89761,2.378091,1.706694,-0.008776,0.001358,-0.001591,0.001227,-0.00165,0
1.399634,0.028806,0.028114,0.276228,0.723163,0.553057,0.608092,0.800454,0.205882,5.267902,1.042212,2.001464,2.800028,2.485968,3.728414,5.228066,5.197177,8.149642,8.097833,-0.000146,8.679767,0.739503,0.754529,3.946628,6.984085,2.653453,1.361035,0.961384,0.154652,6.016785,529.99115,125.397278,2.653414,2.127949,2.99877,5.886812,6.444048,12.47644,1.33199,-16.310196,2.637285,0.002082,0.034164,0.026816,0.096862,0.023076,0.14792,0
0.199235,0.009001,0.007182,0.001709,0.005941,0.012216,0.008148,0.080253,0.181294,3.025638,2.188018,2.180641,3.408533,3.174755,2.74537,4.532274,2.960771,2.885556,0.633016,4.00E-05,0.594729,0.451514,0.360093,0.032565,0.056176,0.054137,0.01895,0.069965,0.086079,2.689918,2.396066,2.303046,3.283984,2.673418,2.029007,3.347813,2.441668,2.439385,0.191828,-0.042226,-0.125834,-0.015746,0.002515,0.002046,0.016114,-0.00063,0.027084,1
0.235316,0.006174,0.010791,0.005396,0.011959,0.013502,0.016146,0.124084,0.198014,3.003999,2.547873,2.333239,3.379987,3.498337,3.994724,3.964156,2.466837,3.050977,0.743554,8.00E-06,0.593535,0.291787,0.471292,0.077749,0.10445,0.057206,0.035716,0.12347,0.088473,2.703164,4.020123,2.174613,3.293261,3.011289,3.31854,3.141328,1.882895,2.631444,0.012876,-0.159779,0.041249,0.015816,-0.00673,-0.000917,-0.004913,0.000709,-0.011362,0
1.974475,0.012593,0.01189,0.028377,0.234512,0.565613,1.546953,0.63768,0.850287,4.200425,0.592758,4.268963,4.73362,4.434894,4.682707,4.220359,5.156982,4.367364,12.528067,-1.80E-05,4.820965,0.20772,0.180715,0.404561,1.591246,2.676527,3.547987,0.72411,0.451979,3.566659,923.549377,228.181061,10.268554,4.635315,4.128808,3.795435,3.814248,3.44357,-0.018585,-24.807205,1.862639,0.275034,-0.002457,-0.004896,-0.000953,-0.00371,0.007701,1
0.103465,0.017466,0.06524,0.046591,0.01202,0.032869,0.026727,0.031645,0.032044,3.537366,3.42244,2.183298,2.518507,3.691859,2.754231,3.792792,4.436891,4.26712,0.390271,0.000271,2.272502,0.908928,1.705008,1.177822,0.098624,0.139379,0.061079,0.033404,0.018235,2.580277,5.838411,2.176233,2.278302,4.891238,2.346798,3.076036,3.619736,3.628669,-0.07023,0.430985,0.000244,0.001955,0.043142,-0.000292,0.001489,-0.005586,0.063682,0
0.291443,0.128063,0.041303,0.044115,0.104353,0.192628,0.03761,0.08637,0.089557,4.259281,3.223749,4.959568,5.209402,3.821215,2.995136,6.379552,3.906863,3.444138,1.86707,-5.60E-05,6.907234,6.524657,1.744313,0.712767,0.772575,0.985724,0.092226,0.090931,0.048806,3.096988,9.497366,9.958179,4.888497,3.338359,2.613956,5.015522,2.942712,2.748899,-0.081348,-0.763295,0.073091,0.099212,-0.005267,-0.01076,-0.046625,-0.003818,0.009763,0
0.388186,0.004243,0.006088,0.012534,0.032598,0.09264,0.12301,0.222387,0.276115,4.355307,3.899231,2.584789,2.973443,2.641611,3.363122,3.890911,4.395962,4.244706,1.762648,-2.60E-05,0.725468,0.19646,0.262256,0.143476,0.336989,0.359049,0.268171,0.241576,0.159575,3.103156,3.75939,2.219437,2.984333,2.175964,2.739465,2.993533,3.193256,3.254729,0.023764,0.333894,0.079106,0.004428,0.00036,0.000937,-0.001801,0.01436,-0.011294,0
0.291903,0.069204,0.020016,0.017491,0.020843,0.022275,0.015198,0.212951,0.182211,4.280002,2.291983,3.765701,3.742044,6.947184,4.766575,5.390434,3.030393,3.7721,2.022857,-3.00E-05,4.141175,4.018288,0.903545,0.295403,0.192264,0.1068,0.035001,0.187192,0.119179,2.981421,30.931198,124.295158,121.068604,70.892746,13.62882,44.973244,2.38793,3.014668,0.128087,-2.265825,0.898181,0.456702,-0.256282,-0.108152,0.206061,0.000327,0.052365,0
0.209398,0.008209,0.007028,0.058215,0.114755,0.039073,0.019876,0.029182,0.156247,3.60063,2.772353,2.996134,2.483649,2.403024,4.079338,4.139023,3.979223,4.032658,0.928987,0,1.569321,0.400732,0.321394,0.905682,1.154412,0.192733,0.048863,0.026795,0.073663,2.844742,6.708332,7.149723,2.192843,1.872487,3.320096,3.309862,3.04938,2.991015,0.029755,0.419898,-0.370526,0.006906,0.006027,0.002335,0.000342,0.005758,0.002057,0
0.601212,0.004743,0.003701,0.002983,0.010498,0.038071,0.075381,0.269565,0.530612,3.541773,0.391344,0.558673,1.498358,2.887545,2.370877,4.605735,4.002883,3.502313,2.22295,3.00E-06,0.442093,0.038645,0.025877,0.015447,0.088237,0.163151,0.126794,0.261442,0.272653,2.88942,1036.106323,455.919769,674.826721,7.703878,1.871159,4.270583,3.247887,2.800274,0.072247,27.070623,-6.605888,-7.590847,-0.168348,-0.00146,-0.00039,0.009044,-0.00783,1
0.124685,0.09924,0.043179,0.035624,0.027967,0.027647,0.02186,0.018038,0.014183,4.087557,3.100629,3.930955,4.258199,5.937123,5.214135,6.47521,8.008438,7.636591,2.750991,-0.000837,5.36364,5.086879,1.478014,0.77375,0.279176,0.120438,0.046338,0.021728,0.008698,31.199184,5.627532,6.887977,11.955179,65.21978,289.194641,182.716385,121.899185,40.764221,1.148409,0.173729,0.055936,-0.150286,0.164615,0.702689,-1.877427,-0.472293,0.175093,0
0.294958,0.003188,0.006431,0.004809,0.013425,0.013874,0.01424,0.246883,0.159387,3.208979,3.341354,2.432785,3.283325,3.153469,3.555723,4.710996,2.898364,3.515304,1.02538,8.00E-06,0.40835,0.124496,0.251218,0.075449,0.122937,0.064253,0.024814,0.23017,0.097293,2.532629,66.176895,4.058367,5.485306,2.592203,3.037317,3.603256,2.534083,2.856731,0.050023,3.530289,-0.071835,-0.111516,-0.000183,-0.027722,-0.001833,0.000322,-0.01116,0
0.476068,0.008294,0.368929,0.250502,0.036298,0.09941,0.059621,0.081718,0.078722,2.354036,4.835131,2.469654,2.527814,3.718865,3.073555,3.617639,4.324147,4.473534,1.737853,0.000296,11.645919,0.614896,9.610763,6.515863,0.260369,0.466628,0.136516,0.085249,0.047386,2.842752,169.981094,3.881686,3.963238,3.65017,6.348032,2.975048,3.857401,3.171535,-0.006891,8.106633,-0.00021,-0.00689,-0.002054,-0.04833,0.001068,-0.008401,0.028975,0
0.286137,0.003483,0.00379,0.00826,0.012563,0.032518,0.026272,0.095548,0.265982,3.823207,1.849076,3.314711,4.030318,3.447655,2.798762,4.442137,3.365982,3.472261,1.111296,-1.30E-05,0.411701,0.284886,0.115367,0.115844,0.128566,0.141164,0.046731,0.083218,0.126376,3.136624,6.234459,3.115747,4.068744,3.255864,2.323707,4.116743,2.692929,3.070017,0.013375,-0.442263,0.02251,0.007588,0.009216,-0.001952,0.001667,-0.008173,-0.021863,1
0.113646,0.004228,0.007688,0.012142,0.015004,0.044762,0.013271,0.062794,0.079643,3.307655,2.020077,2.254352,2.428037,2.724218,2.259118,4.240362,4.23148,3.33261,0.421632,-1.70E-05,0.49722,0.19025,0.334918,0.185206,0.142301,0.193855,0.034522,0.056002,0.046372,2.867518,2.175188,2.206945,2.160212,2.369515,1.732377,3.23806,3.414656,2.838546,-0.145998,-0.030799,-0.09511,-0.007357,0.005951,-0.001062,0.005082,0.000555,-0.042191,0
0.350604,0.005995,0.004613,0.006272,0.004435,0.015563,0.018819,0.19487,0.290233,3.173812,2.729222,3.026956,2.905386,3.48266,3.312766,4.185503,3.793202,3.116733,1.12994,1.00E-05,0.474138,0.32237,0.227808,0.100741,0.044461,0.067856,0.037214,0.173282,0.143457,2.770875,3.244652,2.97579,2.275069,3.044048,2.873691,3.270706,3.146178,2.547883,0.059161,0.002262,0.169449,0.004175,-0.006305,-0.000748,0.00546,1.00E-06,0.018069,0
0.68962,0.003119,0.002859,0.003837,0.00642,0.01069,0.041062,0.660992,0.191854,2.160234,1.317923,4.688072,4.531926,3.516283,4.977894,4.034948,2.054842,3.127549,1.534918,-9.00E-06,0.729964,0.159528,0.067348,0.058373,0.053386,0.037477,0.082695,0.683865,0.144869,1.727231,491.548767,98.012794,32.862339,4.549567,5.228789,3.201335,1.694018,2.728223,0.02766,-16.253763,2.164874,0.780911,0.073858,-0.078798,0.038787,0.000779,0.152212,0
0.693735,0.016114,0.013515,0.016342,0.175749,0.335728,0.364628,0.369657,0.259457,5.265307,2.547846,2.645883,3.415255,3.878367,4.579789,4.190557,5.470787,4.727492,4.361967,3.50E-05,2.430314,0.82148,0.633594,0.264167,1.088167,1.635058,0.837885,0.41656,0.167762,3.54554,3.053164,3.001728,3.188027,3.847244,4.077256,3.12621,3.715527,3.65651,0.059618,0.050133,-0.116906,0.014341,0.000581,-0.077656,-0.003454,0.013646,-0.017058,0
0.705934,0.014253,0.012282,0.015375,0.188664,0.345952,0.362259,0.372503,0.26926,5.972646,2.39433,2.699064,4.353109,3.764256,4.154479,4.100345,5.794958,5.59187,4.476778,5.80E-05,2.46102,0.702462,0.560058,0.232595,1.190944,1.697702,0.829331,0.423967,0.169838,3.698028,11.427311,7.829457,9.557123,3.64576,3.799018,3.25182,3.963706,3.808275,0.120622,-0.81722,0.12461,0.223452,0.000387,-0.080445,-0.006658,0.034123,0.021012,0
0.307315,0.157975,0.088646,0.079339,0.066671,0.039846,0.031031,0.026401,0.218268,4.564064,3.438235,3.395701,3.771678,5.284646,7.428376,11.501803,12.558059,3.327227,1.727181,0.00036,10.496603,9.830661,3.259736,1.55698,0.621505,0.193787,0.076121,0.027574,0.092506,3.14005,3.743851,3.535923,4.738937,6.132782,10.610065,17.377022,17.113712,2.917689,0.129244,0.341933,-0.011936,-0.041947,-0.018574,-0.077735,0.140601,0.005649,0.000275,1
0.2625,0.021867,0.034049,0.005588,0.005098,0.006615,0.007004,0.02501,0.257857,3.458113,2.766108,2.331177,3.431988,3.846291,4.137906,4.451528,3.287946,3.401077,0.917961,-6.60E-05,1.873343,1.099398,1.505859,0.111933,0.048014,0.027897,0.016557,0.024853,0.107255,3.476093,2.922698,2.199759,3.359499,3.277665,3.227303,3.376652,2.444401,3.5165,-0.007354,0.007595,0.029885,-0.019874,0.017755,0.0042,0.005667,-0.008931,0.000281,0
0.180768,0.010421,0.022682,0.00924,0.033058,0.014229,0.016788,0.057621,0.164533,3.521946,1.929954,1.960338,3.009035,2.739096,3.648443,4.169152,4.069433,3.448735,0.721128,1.10E-05,1.139592,0.460311,0.982021,0.133305,0.295116,0.068733,0.03746,0.052353,0.078526,2.910907,1.957719,1.94658,2.665317,2.341035,3.073909,3.13821,3.20954,2.838269,-0.028976,0.001361,-0.004945,0.012014,-0.001037,0.0128,0.000146,0.000479,-0.006664,1
0.118056,0.003448,0.006506,0.014021,0.044107,0.071387,0.028535,0.059724,0.047608,4.018737,2.366673,2.698893,3.194815,3.532211,4.256249,4.157342,2.668544,3.351405,0.526432,2.00E-06,0.599794,0.163281,0.27621,0.198094,0.336006,0.304065,0.091225,0.05369,0.028896,2.92037,8.310235,2.528389,2.768996,3.133394,3.342124,3.454052,2.079637,2.681591,0.047851,-0.348136,-0.010733,0.001557,-0.006803,0.004127,-0.012635,0.001384,0.0102,1
1.63336,0.030871,0.024395,0.046322,0.582009,1.488381,0.295878,0.146587,0.053838,3.437899,2.785723,2.081491,2.984787,3.456074,3.386685,3.931423,5.52844,4.757332,7.555753,0.000219,8.430304,0.667959,0.282617,0.434264,4.086713,7.263176,0.926922,0.193624,0.025697,2.904966,875.346558,372.981415,26.195751,3.663411,2.936333,3.188342,4.26132,3.508522,-0.020657,24.13052,-5.708044,-0.58974,0.001511,0.00396,0.001477,-0.004246,-0.003921,1
0.577657,0.006133,0.005768,0.024972,0.067948,0.196486,0.264573,0.306222,0.354972,3.740272,2.079577,2.049349,3.202206,4.278663,3.628326,4.028763,4.022323,3.817986,2.242489,-5.00E-06,1.378752,0.30747,0.252921,0.336037,0.473241,0.954482,0.563585,0.356127,0.223653,2.990066,6.152609,6.076314,3.166438,3.670594,3.132502,3.026145,3.160834,2.91025,-0.06118,0.414889,-0.531888,-0.00139,0.013814,0.004709,0.009777,-0.026234,0.001333,1
0.515745,0.006764,0.009063,0.012591,0.03599,0.184226,0.145159,0.365799,0.275042,3.874369,2.577368,2.346711,3.119221,3.110559,2.868964,3.968656,4.380838,4.521083,2.51845,-2.00E-05,1.080762,0.245031,0.360542,0.138579,0.363603,0.714693,0.290163,0.454974,0.156315,2.999647,225.427948,18.920855,4.820454,2.569787,2.63755,3.083055,2.991824,3.350658,0.031,8.69784,-0.650806,-0.096185,-0.021552,-0.000154,-0.00167,0.018967,-0.01286,0
0.316206,0.006317,0.005679,0.022188,0.021966,0.02308,0.053706,0.15653,0.266503,3.781828,3.020775,3.181177,2.606479,3.307865,3.816542,3.923664,4.219674,3.375901,1.252281,3.00E-06,0.648199,0.330575,0.256929,0.365105,0.205819,0.116653,0.111831,0.152249,0.141205,2.772171,3.671036,4.165879,2.021985,2.877898,3.290378,3.149792,3.231051,2.522777,0.145523,0.110156,0.085146,0.004826,-0.010671,0.004193,0.00096,-0.020196,-0.00112,0
0.264906,0.003626,0.002913,0.012422,0.022006,0.010628,0.02621,0.162032,0.206064,3.323124,2.680778,3.200811,2.990032,2.763995,4.181392,4.567369,3.666546,3.467545,0.908787,-9.00E-06,0.421915,0.1895,0.131176,0.196253,0.204971,0.056803,0.049677,0.140448,0.137019,2.630332,7.761524,6.474383,2.341895,2.296942,3.693119,3.744294,3.026435,2.736,0.029027,-0.526233,0.320712,0.002209,0.025113,0.01703,-0.002048,0.000368,-0.005648,0
1.537176,0.010946,0.015489,0.042756,0.201869,0.27763,0.561112,0.734259,1.178553,3.860582,1.093605,2.342889,2.95205,2.780286,3.622361,3.564396,4.471361,4.310543,6.473257,7.50E-05,2.778588,0.287592,0.579864,0.54006,1.79998,1.112239,1.267596,0.728454,0.626919,3.83478,528.326538,12.102809,3.134548,2.522338,3.147395,2.953931,3.727638,3.428053,-0.153528,16.190981,-0.477861,-0.020738,-0.006005,0.021663,0.003349,-0.005863,-0.007655,1
0.203994,0.014596,0.011833,0.019924,0.043137,0.030272,0.021591,0.108766,0.160592,3.747932,1.982683,1.790694,2.579866,3.435047,3.771949,4.074736,3.94103,3.827478,0.820067,0,1.085697,0.732965,0.598208,0.324023,0.354236,0.172309,0.044301,0.092348,0.102377,2.74134,2.188042,2.221106,2.037192,3.755685,3.412287,3.518893,3.153873,2.804213,-0.007916,-0.005634,-0.177831,-0.000998,-0.038745,-0.004694,0.001761,0.000309,-0.005452,1
0.113738,0.004606,0.004865,0.007182,0.017229,0.034783,0.012406,0.095169,0.046069,3.481524,2.217107,3.026468,3.067725,3.361824,3.915904,4.209649,3.651338,4.040417,0.47996,1.10E-05,0.400082,0.230954,0.203283,0.108092,0.145451,0.149965,0.032157,0.087829,0.036083,2.779877,2.284107,2.697342,2.804456,3.048115,3.083083,3.129241,2.959578,3.093937,-0.014345,0.082055,0.156869,-0.01189,-0.012866,0.007944,-0.012022,-0.000129,0.114415,0
0.392819,0.004366,0.003529,0.006094,0.004221,0.013154,0.020567,0.245789,0.305311,3.16971,2.855324,3.398626,2.830619,3.419316,3.740597,4.240523,3.521291,3.312491,1.310316,1.40E-05,0.407626,0.23301,0.155948,0.099858,0.039557,0.057313,0.038449,0.219057,0.152526,2.902621,8.666289,4.100619,2.221583,3.19305,3.164983,3.531416,3.115121,2.634507,-0.013817,0.515622,-0.046391,-0.002595,-0.017857,0.003063,0.002408,4.60E-05,0.027435,0
0.565821,0.008508,0.005686,0.002413,0.00647,0.032123,0.066155,0.243346,0.505366,3.447558,2.36589,3.073344,3.611772,3.974491,2.555234,4.542121,3.886095,3.512827,2.116156,1.10E-05,0.636517,0.425571,0.262451,0.022531,0.05348,0.136992,0.116145,0.230043,0.258014,2.870377,26.247921,8.979693,189.942139,8.112713,2.018302,3.961586,3.206094,2.781471,0.042408,1.579464,-0.186514,-2.805047,-0.14502,-0.000276,0.001067,-0.000547,0.006527,1
0.42648,0.003964,0.00412,0.006461,0.017616,0.015273,0.015847,0.073191,0.419118,3.491913,2.763707,3.041609,3.454322,3.556232,4.9948,4.049357,3.527559,3.365486,1.511339,1.20E-05,0.400279,0.219592,0.190919,0.093906,0.148542,0.078298,0.039827,0.067448,0.179789,2.943303,3.09268,2.891496,3.020705,3.268717,4.69933,3.244004,2.753235,2.892902,-0.016287,-0.026415,0.140831,0.000366,0.009027,0.034708,-0.008969,0.001291,-0.003077,0
0.226946,0.011115,0.006824,0.005679,0.004521,0.002442,0.019241,0.018811,0.224836,2.38139,2.102643,2.584156,2.277866,3.613487,3.792025,2.417002,3.920762,2.191727,0.543969,-2.00E-05,0.70827,0.592343,0.357745,0.101587,0.039163,0.013433,0.041944,0.017018,0.089567,1.978392,2.085451,2.241556,1.81279,3.058558,3.270043,1.738609,3.027915,1.938176,-0.006747,0.003594,0.041635,-0.002127,-0.004327,0.020495,-0.001177,0.001075,-0.001009,1
